pdb_file,metadata_file,protein_chains,complex_chains
data/Ankyrin_repeat_protein/pdb_files/6MOH.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOH_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/3V31.pdb,data/Ankyrin_repeat_protein/metadata_files/3V31_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6GHM.pdb,data/Ankyrin_repeat_protein/metadata_files/6GHM_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5HKP.pdb,data/Ankyrin_repeat_protein/metadata_files/5HKP_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5WNI.pdb,data/Ankyrin_repeat_protein/metadata_files/5WNI_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8WFZ.pdb,data/Ankyrin_repeat_protein/metadata_files/8WFZ_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9KHF.pdb,data/Ankyrin_repeat_protein/metadata_files/9KHF_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9J0X.pdb,data/Ankyrin_repeat_protein/metadata_files/9J0X_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/3IHW.pdb,data/Ankyrin_repeat_protein/metadata_files/3IHW_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5IJJ.pdb,data/Ankyrin_repeat_protein/metadata_files/5IJJ_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6YWZ.pdb,data/Ankyrin_repeat_protein/metadata_files/6YWZ_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6YX1.pdb,data/Ankyrin_repeat_protein/metadata_files/6YX1_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/8WTZ.pdb,data/Ankyrin_repeat_protein/metadata_files/8WTZ_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8WUI.pdb,data/Ankyrin_repeat_protein/metadata_files/8WUI_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8IW0.pdb,data/Ankyrin_repeat_protein/metadata_files/8IW0_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7WR2.pdb,data/Ankyrin_repeat_protein/metadata_files/7WR2_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4NIK.pdb,data/Ankyrin_repeat_protein/metadata_files/4NIK_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5H7C.pdb,data/Ankyrin_repeat_protein/metadata_files/5H7C_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6URQ.pdb,data/Ankyrin_repeat_protein/metadata_files/6URQ_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/7DNG.pdb,data/Ankyrin_repeat_protein/metadata_files/7DNG_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3IXE.pdb,data/Ankyrin_repeat_protein/metadata_files/3IXE_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5LEL.pdb,data/Ankyrin_repeat_protein/metadata_files/5LEL_metadata.json,9,3
data/Ankyrin_repeat_protein/pdb_files/4OT9.pdb,data/Ankyrin_repeat_protein/metadata_files/4OT9_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5ENS.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENS_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/5ENO.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENO_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/5ENP.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENP_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/5ENQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENQ_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/5ENR.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENR_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/2DA0.pdb,data/Ankyrin_repeat_protein/metadata_files/2DA0_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2ED1.pdb,data/Ankyrin_repeat_protein/metadata_files/2ED1_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6MOE.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOE_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8DEH.pdb,data/Ankyrin_repeat_protein/metadata_files/8DEH_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4O6X.pdb,data/Ankyrin_repeat_protein/metadata_files/4O6X_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4RLV.pdb,data/Ankyrin_repeat_protein/metadata_files/4RLV_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7RMY.pdb,data/Ankyrin_repeat_protein/metadata_files/7RMY_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5H2D.pdb,data/Ankyrin_repeat_protein/metadata_files/5H2D_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5WVR.pdb,data/Ankyrin_repeat_protein/metadata_files/5WVR_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8ZRS.pdb,data/Ankyrin_repeat_protein/metadata_files/8ZRS_metadata.json,12,1
data/Ankyrin_repeat_protein/pdb_files/1DC2.pdb,data/Ankyrin_repeat_protein/metadata_files/1DC2_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1Q3P.pdb,data/Ankyrin_repeat_protein/metadata_files/1Q3P_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/1Q3O.pdb,data/Ankyrin_repeat_protein/metadata_files/1Q3O_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/6EMK.pdb,data/Ankyrin_repeat_protein/metadata_files/6EMK_metadata.json,10,5
data/Ankyrin_repeat_protein/pdb_files/2KES.pdb,data/Ankyrin_repeat_protein/metadata_files/2KES_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8WPL.pdb,data/Ankyrin_repeat_protein/metadata_files/8WPL_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8WPM.pdb,data/Ankyrin_repeat_protein/metadata_files/8WPM_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5MA5.pdb,data/Ankyrin_repeat_protein/metadata_files/5MA5_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/6PW4.pdb,data/Ankyrin_repeat_protein/metadata_files/6PW4_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6PW5.pdb,data/Ankyrin_repeat_protein/metadata_files/6PW5_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8FAC.pdb,data/Ankyrin_repeat_protein/metadata_files/8FAC_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8WPN.pdb,data/Ankyrin_repeat_protein/metadata_files/8WPN_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/3V2O.pdb,data/Ankyrin_repeat_protein/metadata_files/3V2O_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3V2X.pdb,data/Ankyrin_repeat_protein/metadata_files/3V2X_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/1K1B.pdb,data/Ankyrin_repeat_protein/metadata_files/1K1B_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6MWQ.pdb,data/Ankyrin_repeat_protein/metadata_files/6MWQ_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/5MBM.pdb,data/Ankyrin_repeat_protein/metadata_files/5MBM_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/7VO6.pdb,data/Ankyrin_repeat_protein/metadata_files/7VO6_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4Z68.pdb,data/Ankyrin_repeat_protein/metadata_files/4Z68_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5ENT.pdb,data/Ankyrin_repeat_protein/metadata_files/5ENT_metadata.json,6,2
data/Ankyrin_repeat_protein/pdb_files/1OT8.pdb,data/Ankyrin_repeat_protein/metadata_files/1OT8_metadata.json,3,1
data/Ankyrin_repeat_protein/pdb_files/5O2S.pdb,data/Ankyrin_repeat_protein/metadata_files/5O2S_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/5MLB.pdb,data/Ankyrin_repeat_protein/metadata_files/5MLB_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/1A5E.pdb,data/Ankyrin_repeat_protein/metadata_files/1A5E_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2RLO.pdb,data/Ankyrin_repeat_protein/metadata_files/2RLO_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7RMA.pdb,data/Ankyrin_repeat_protein/metadata_files/7RMA_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/1BLX.pdb,data/Ankyrin_repeat_protein/metadata_files/1BLX_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4B7K.pdb,data/Ankyrin_repeat_protein/metadata_files/4B7K_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/2N1L.pdb,data/Ankyrin_repeat_protein/metadata_files/2N1L_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1X3Q.pdb,data/Ankyrin_repeat_protein/metadata_files/1X3Q_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5ZM5.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZM5_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5ZM7.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZM7_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4UX5.pdb,data/Ankyrin_repeat_protein/metadata_files/4UX5_metadata.json,4,3
data/Ankyrin_repeat_protein/pdb_files/9KHE.pdb,data/Ankyrin_repeat_protein/metadata_files/9KHE_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9KHG.pdb,data/Ankyrin_repeat_protein/metadata_files/9KHG_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9J0Y.pdb,data/Ankyrin_repeat_protein/metadata_files/9J0Y_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9J0Z.pdb,data/Ankyrin_repeat_protein/metadata_files/9J0Z_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9J10.pdb,data/Ankyrin_repeat_protein/metadata_files/9J10_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6TL0.pdb,data/Ankyrin_repeat_protein/metadata_files/6TL0_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/2A5E.pdb,data/Ankyrin_repeat_protein/metadata_files/2A5E_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4GRG.pdb,data/Ankyrin_repeat_protein/metadata_files/4GRG_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/2UWQ.pdb,data/Ankyrin_repeat_protein/metadata_files/2UWQ_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4B93.pdb,data/Ankyrin_repeat_protein/metadata_files/4B93_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/2KXP.pdb,data/Ankyrin_repeat_protein/metadata_files/2KXP_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/8E04.pdb,data/Ankyrin_repeat_protein/metadata_files/8E04_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8E05.pdb,data/Ankyrin_repeat_protein/metadata_files/8E05_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/8E06.pdb,data/Ankyrin_repeat_protein/metadata_files/8E06_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6BY9.pdb,data/Ankyrin_repeat_protein/metadata_files/6BY9_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7MXI.pdb,data/Ankyrin_repeat_protein/metadata_files/7MXI_metadata.json,6,3
data/Ankyrin_repeat_protein/pdb_files/2IWR.pdb,data/Ankyrin_repeat_protein/metadata_files/2IWR_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4TSE.pdb,data/Ankyrin_repeat_protein/metadata_files/4TSE_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/3TWU.pdb,data/Ankyrin_repeat_protein/metadata_files/3TWU_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4YFI.pdb,data/Ankyrin_repeat_protein/metadata_files/4YFI_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6B5J.pdb,data/Ankyrin_repeat_protein/metadata_files/6B5J_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7MGJ.pdb,data/Ankyrin_repeat_protein/metadata_files/7MGJ_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7RKC.pdb,data/Ankyrin_repeat_protein/metadata_files/7RKC_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/3DKM.pdb,data/Ankyrin_repeat_protein/metadata_files/3DKM_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2DK3.pdb,data/Ankyrin_repeat_protein/metadata_files/2DK3_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2LC3.pdb,data/Ankyrin_repeat_protein/metadata_files/2LC3_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2N88.pdb,data/Ankyrin_repeat_protein/metadata_files/2N88_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5E4X.pdb,data/Ankyrin_repeat_protein/metadata_files/5E4X_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1X32.pdb,data/Ankyrin_repeat_protein/metadata_files/1X32_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1X3P.pdb,data/Ankyrin_repeat_protein/metadata_files/1X3P_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/9PIA.pdb,data/Ankyrin_repeat_protein/metadata_files/9PIA_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/3UXG.pdb,data/Ankyrin_repeat_protein/metadata_files/3UXG_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3AAA.pdb,data/Ankyrin_repeat_protein/metadata_files/3AAA_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/5MA4.pdb,data/Ankyrin_repeat_protein/metadata_files/5MA4_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7EL6.pdb,data/Ankyrin_repeat_protein/metadata_files/7EL6_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5KNH.pdb,data/Ankyrin_repeat_protein/metadata_files/5KNH_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4RLY.pdb,data/Ankyrin_repeat_protein/metadata_files/4RLY_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6HL5.pdb,data/Ankyrin_repeat_protein/metadata_files/6HL5_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5WJ6.pdb,data/Ankyrin_repeat_protein/metadata_files/5WJ6_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/9JXQ.pdb,data/Ankyrin_repeat_protein/metadata_files/9JXQ_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/8ZE8.pdb,data/Ankyrin_repeat_protein/metadata_files/8ZE8_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/8FBI.pdb,data/Ankyrin_repeat_protein/metadata_files/8FBI_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8FBJ.pdb,data/Ankyrin_repeat_protein/metadata_files/8FBJ_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8FBK.pdb,data/Ankyrin_repeat_protein/metadata_files/8FBK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/6IYB.pdb,data/Ankyrin_repeat_protein/metadata_files/6IYB_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/4YFF.pdb,data/Ankyrin_repeat_protein/metadata_files/4YFF_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7MGK.pdb,data/Ankyrin_repeat_protein/metadata_files/7MGK_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/6VFI.pdb,data/Ankyrin_repeat_protein/metadata_files/6VFI_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3L4F.pdb,data/Ankyrin_repeat_protein/metadata_files/3L4F_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/7X6I.pdb,data/Ankyrin_repeat_protein/metadata_files/7X6I_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/8GVX.pdb,data/Ankyrin_repeat_protein/metadata_files/8GVX_metadata.json,8,2
data/Ankyrin_repeat_protein/pdb_files/4HI8.pdb,data/Ankyrin_repeat_protein/metadata_files/4HI8_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4HI9.pdb,data/Ankyrin_repeat_protein/metadata_files/4HI9_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/6RUJ.pdb,data/Ankyrin_repeat_protein/metadata_files/6RUJ_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4JAA.pdb,data/Ankyrin_repeat_protein/metadata_files/4JAA_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4NR1.pdb,data/Ankyrin_repeat_protein/metadata_files/4NR1_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7A1N.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1N_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7A1O.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1O_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7A1P.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1P_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7A1Q.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1Q_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/8S6U.pdb,data/Ankyrin_repeat_protein/metadata_files/8S6U_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5ZM6.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZM6_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/1BM8.pdb,data/Ankyrin_repeat_protein/metadata_files/1BM8_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1L3G.pdb,data/Ankyrin_repeat_protein/metadata_files/1L3G_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/1MB1.pdb,data/Ankyrin_repeat_protein/metadata_files/1MB1_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4R8L.pdb,data/Ankyrin_repeat_protein/metadata_files/4R8L_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7FCV.pdb,data/Ankyrin_repeat_protein/metadata_files/7FCV_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/2L7T.pdb,data/Ankyrin_repeat_protein/metadata_files/2L7T_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7WM2.pdb,data/Ankyrin_repeat_protein/metadata_files/7WM2_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7WSW.pdb,data/Ankyrin_repeat_protein/metadata_files/7WSW_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8JUB.pdb,data/Ankyrin_repeat_protein/metadata_files/8JUB_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8JUE.pdb,data/Ankyrin_repeat_protein/metadata_files/8JUE_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/3VP4.pdb,data/Ankyrin_repeat_protein/metadata_files/3VP4_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4O7D.pdb,data/Ankyrin_repeat_protein/metadata_files/4O7D_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5JYP.pdb,data/Ankyrin_repeat_protein/metadata_files/5JYP_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5DNC.pdb,data/Ankyrin_repeat_protein/metadata_files/5DNC_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/5DND.pdb,data/Ankyrin_repeat_protein/metadata_files/5DND_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/5DNE.pdb,data/Ankyrin_repeat_protein/metadata_files/5DNE_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/5MA3.pdb,data/Ankyrin_repeat_protein/metadata_files/5MA3_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/4CJ9.pdb,data/Ankyrin_repeat_protein/metadata_files/4CJ9_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/8PEF.pdb,data/Ankyrin_repeat_protein/metadata_files/8PEF_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/3UTM.pdb,data/Ankyrin_repeat_protein/metadata_files/3UTM_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/6HKP.pdb,data/Ankyrin_repeat_protein/metadata_files/6HKP_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/9KHI.pdb,data/Ankyrin_repeat_protein/metadata_files/9KHI_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/6QFO.pdb,data/Ankyrin_repeat_protein/metadata_files/6QFO_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8QFB.pdb,data/Ankyrin_repeat_protein/metadata_files/8QFB_metadata.json,8,1
data/Ankyrin_repeat_protein/pdb_files/7YKR.pdb,data/Ankyrin_repeat_protein/metadata_files/7YKR_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/7YKS.pdb,data/Ankyrin_repeat_protein/metadata_files/7YKS_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8V0E.pdb,data/Ankyrin_repeat_protein/metadata_files/8V0E_metadata.json,3,2
data/Ankyrin_repeat_protein/pdb_files/6LR2.pdb,data/Ankyrin_repeat_protein/metadata_files/6LR2_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2YU6.pdb,data/Ankyrin_repeat_protein/metadata_files/2YU6_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7XCE.pdb,data/Ankyrin_repeat_protein/metadata_files/7XCE_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3VOY.pdb,data/Ankyrin_repeat_protein/metadata_files/3VOY_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3VOZ.pdb,data/Ankyrin_repeat_protein/metadata_files/3VOZ_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3VP2.pdb,data/Ankyrin_repeat_protein/metadata_files/3VP2_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3VP3.pdb,data/Ankyrin_repeat_protein/metadata_files/3VP3_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5D3O.pdb,data/Ankyrin_repeat_protein/metadata_files/5D3O_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4BQM.pdb,data/Ankyrin_repeat_protein/metadata_files/4BQM_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/2COD.pdb,data/Ankyrin_repeat_protein/metadata_files/2COD_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2V4H.pdb,data/Ankyrin_repeat_protein/metadata_files/2V4H_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5F3X.pdb,data/Ankyrin_repeat_protein/metadata_files/5F3X_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/2BMJ.pdb,data/Ankyrin_repeat_protein/metadata_files/2BMJ_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/4B7E.pdb,data/Ankyrin_repeat_protein/metadata_files/4B7E_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/2FO1.pdb,data/Ankyrin_repeat_protein/metadata_files/2FO1_metadata.json,5,5
data/Ankyrin_repeat_protein/pdb_files/8IVZ.pdb,data/Ankyrin_repeat_protein/metadata_files/8IVZ_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/6CPK.pdb,data/Ankyrin_repeat_protein/metadata_files/6CPK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/3QJN.pdb,data/Ankyrin_repeat_protein/metadata_files/3QJN_metadata.json,16,2
data/Ankyrin_repeat_protein/pdb_files/2F3N.pdb,data/Ankyrin_repeat_protein/metadata_files/2F3N_metadata.json,3,1
data/Ankyrin_repeat_protein/pdb_files/2F44.pdb,data/Ankyrin_repeat_protein/metadata_files/2F44_metadata.json,3,1
data/Ankyrin_repeat_protein/pdb_files/3F6Q.pdb,data/Ankyrin_repeat_protein/metadata_files/3F6Q_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/5H78.pdb,data/Ankyrin_repeat_protein/metadata_files/5H78_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4XI6.pdb,data/Ankyrin_repeat_protein/metadata_files/4XI6_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/5LEM.pdb,data/Ankyrin_repeat_protein/metadata_files/5LEM_metadata.json,3,3
data/Ankyrin_repeat_protein/pdb_files/3JV5.pdb,data/Ankyrin_repeat_protein/metadata_files/3JV5_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/5C79.pdb,data/Ankyrin_repeat_protein/metadata_files/5C79_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/5C6R.pdb,data/Ankyrin_repeat_protein/metadata_files/5C6R_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/2D7M.pdb,data/Ankyrin_repeat_protein/metadata_files/2D7M_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2D7N.pdb,data/Ankyrin_repeat_protein/metadata_files/2D7N_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2D7O.pdb,data/Ankyrin_repeat_protein/metadata_files/2D7O_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2D7P.pdb,data/Ankyrin_repeat_protein/metadata_files/2D7P_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/2D7Q.pdb,data/Ankyrin_repeat_protein/metadata_files/2D7Q_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/7T4X.pdb,data/Ankyrin_repeat_protein/metadata_files/7T4X_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/8BSK.pdb,data/Ankyrin_repeat_protein/metadata_files/8BSK_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8BSM.pdb,data/Ankyrin_repeat_protein/metadata_files/8BSM_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8BSN.pdb,data/Ankyrin_repeat_protein/metadata_files/8BSN_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/9H35.pdb,data/Ankyrin_repeat_protein/metadata_files/9H35_metadata.json,4,1
data/Ankyrin_repeat_protein/pdb_files/9H36.pdb,data/Ankyrin_repeat_protein/metadata_files/9H36_metadata.json,2,1
data/Ankyrin_repeat_protein/pdb_files/4R8K.pdb,data/Ankyrin_repeat_protein/metadata_files/4R8K_metadata.json,8,1
data/Ankyrin_repeat_protein/pdb_files/8HKH.pdb,data/Ankyrin_repeat_protein/metadata_files/8HKH_metadata.json,4,2
data/Ankyrin_repeat_protein/pdb_files/5GP7.pdb,data/Ankyrin_repeat_protein/metadata_files/5GP7_metadata.json,2,2
data/Ankyrin_repeat_protein/pdb_files/7B1G.pdb,data/Ankyrin_repeat_protein/metadata_files/7B1G_metadata.json,5,2
data/Ankyrin_repeat_protein/pdb_files/5G4X.pdb,data/Ankyrin_repeat_protein/metadata_files/5G4X_metadata.json,1,1
data/Ankyrin_repeat_protein/pdb_files/8Y1U.pdb,data/Ankyrin_repeat_protein/metadata_files/8Y1U_metadata.json,4,4
data/Ankyrin_repeat_protein/pdb_files/2Y0I.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y0I_metadata.json,2,2
