pdb_file,metadata_file,protein_chains,polymer_composition,PDB_ID
data/Ankyrin_repeat_protein/pdb_files/7A1Q.pdb,data/Ankyrin_repeat_protein/metadata_files/7A1Q_metadata.json,2,heteromeric protein,7A1Q
data/Ankyrin_repeat_protein/pdb_files/8S6U.pdb,data/Ankyrin_repeat_protein/metadata_files/8S6U_metadata.json,4,heteromeric protein,8S6U
data/Ankyrin_repeat_protein/pdb_files/5MA3.pdb,data/Ankyrin_repeat_protein/metadata_files/5MA3_metadata.json,2,heteromeric protein,5MA3
data/Ankyrin_repeat_protein/pdb_files/8PEF.pdb,data/Ankyrin_repeat_protein/metadata_files/8PEF_metadata.json,2,heteromeric protein,8PEF
data/Ankyrin_repeat_protein/pdb_files/3UTM.pdb,data/Ankyrin_repeat_protein/metadata_files/3UTM_metadata.json,3,heteromeric protein,3UTM
data/Ankyrin_repeat_protein/pdb_files/6HKP.pdb,data/Ankyrin_repeat_protein/metadata_files/6HKP_metadata.json,2,heteromeric protein,6HKP
data/Ankyrin_repeat_protein/pdb_files/9KHI.pdb,data/Ankyrin_repeat_protein/metadata_files/9KHI_metadata.json,4,heteromeric protein,9KHI
data/Ankyrin_repeat_protein/pdb_files/8V0E.pdb,data/Ankyrin_repeat_protein/metadata_files/8V0E_metadata.json,3,heteromeric protein,8V0E
data/Ankyrin_repeat_protein/pdb_files/2V4H.pdb,data/Ankyrin_repeat_protein/metadata_files/2V4H_metadata.json,4,heteromeric protein,2V4H
data/Ankyrin_repeat_protein/pdb_files/5F3X.pdb,data/Ankyrin_repeat_protein/metadata_files/5F3X_metadata.json,4,heteromeric protein,5F3X
data/Ankyrin_repeat_protein/pdb_files/4B7E.pdb,data/Ankyrin_repeat_protein/metadata_files/4B7E_metadata.json,2,heteromeric protein,4B7E
data/Ankyrin_repeat_protein/pdb_files/8IVZ.pdb,data/Ankyrin_repeat_protein/metadata_files/8IVZ_metadata.json,4,heteromeric protein,8IVZ
data/Ankyrin_repeat_protein/pdb_files/3QJN.pdb,data/Ankyrin_repeat_protein/metadata_files/3QJN_metadata.json,16,heteromeric protein,3QJN
data/Ankyrin_repeat_protein/pdb_files/3F6Q.pdb,data/Ankyrin_repeat_protein/metadata_files/3F6Q_metadata.json,2,heteromeric protein,3F6Q
data/Ankyrin_repeat_protein/pdb_files/5LEM.pdb,data/Ankyrin_repeat_protein/metadata_files/5LEM_metadata.json,3,heteromeric protein,5LEM
data/Ankyrin_repeat_protein/pdb_files/8HKH.pdb,data/Ankyrin_repeat_protein/metadata_files/8HKH_metadata.json,4,heteromeric protein,8HKH
data/Ankyrin_repeat_protein/pdb_files/5GP7.pdb,data/Ankyrin_repeat_protein/metadata_files/5GP7_metadata.json,2,heteromeric protein,5GP7
data/Ankyrin_repeat_protein/pdb_files/7B1G.pdb,data/Ankyrin_repeat_protein/metadata_files/7B1G_metadata.json,5,heteromeric protein,7B1G
data/Ankyrin_repeat_protein/pdb_files/8Y1U.pdb,data/Ankyrin_repeat_protein/metadata_files/8Y1U_metadata.json,4,heteromeric protein,8Y1U
data/Ankyrin_repeat_protein/pdb_files/2Y0I.pdb,data/Ankyrin_repeat_protein/metadata_files/2Y0I_metadata.json,2,heteromeric protein,2Y0I
data/Ankyrin_repeat_protein/pdb_files/2J8S.pdb,data/Ankyrin_repeat_protein/metadata_files/2J8S_metadata.json,5,heteromeric protein,2J8S
data/Ankyrin_repeat_protein/pdb_files/6DCX.pdb,data/Ankyrin_repeat_protein/metadata_files/6DCX_metadata.json,4,heteromeric protein,6DCX
data/Ankyrin_repeat_protein/pdb_files/7DSA.pdb,data/Ankyrin_repeat_protein/metadata_files/7DSA_metadata.json,3,heteromeric protein,7DSA
data/Ankyrin_repeat_protein/pdb_files/5ZQO.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZQO_metadata.json,2,heteromeric protein,5ZQO
data/Ankyrin_repeat_protein/pdb_files/5ZQP.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZQP_metadata.json,2,heteromeric protein,5ZQP
data/Ankyrin_repeat_protein/pdb_files/5ZQQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZQQ_metadata.json,2,heteromeric protein,5ZQQ
data/Ankyrin_repeat_protein/pdb_files/5ZQR.pdb,data/Ankyrin_repeat_protein/metadata_files/5ZQR_metadata.json,2,heteromeric protein,5ZQR
data/Ankyrin_repeat_protein/pdb_files/4UI4.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI4_metadata.json,4,heteromeric protein,4UI4
data/Ankyrin_repeat_protein/pdb_files/5ADR.pdb,data/Ankyrin_repeat_protein/metadata_files/5ADR_metadata.json,2,heteromeric protein,5ADR
data/Ankyrin_repeat_protein/pdb_files/5ADT.pdb,data/Ankyrin_repeat_protein/metadata_files/5ADT_metadata.json,2,heteromeric protein,5ADT
data/Ankyrin_repeat_protein/pdb_files/5FPF.pdb,data/Ankyrin_repeat_protein/metadata_files/5FPF_metadata.json,4,heteromeric protein,5FPF
data/Ankyrin_repeat_protein/pdb_files/5C5Q.pdb,data/Ankyrin_repeat_protein/metadata_files/5C5Q_metadata.json,4,heteromeric protein,5C5Q
data/Ankyrin_repeat_protein/pdb_files/5C5R.pdb,data/Ankyrin_repeat_protein/metadata_files/5C5R_metadata.json,4,heteromeric protein,5C5R
data/Ankyrin_repeat_protein/pdb_files/5FIO.pdb,data/Ankyrin_repeat_protein/metadata_files/5FIO_metadata.json,2,heteromeric protein,5FIO
data/Ankyrin_repeat_protein/pdb_files/5W2J.pdb,data/Ankyrin_repeat_protein/metadata_files/5W2J_metadata.json,3,heteromeric protein,5W2J
data/Ankyrin_repeat_protein/pdb_files/6S8K.pdb,data/Ankyrin_repeat_protein/metadata_files/6S8K_metadata.json,3,heteromeric protein,6S8K
data/Ankyrin_repeat_protein/pdb_files/5NQT.pdb,data/Ankyrin_repeat_protein/metadata_files/5NQT_metadata.json,3,heteromeric protein,5NQT
data/Ankyrin_repeat_protein/pdb_files/5NQU.pdb,data/Ankyrin_repeat_protein/metadata_files/5NQU_metadata.json,3,heteromeric protein,5NQU
data/Ankyrin_repeat_protein/pdb_files/7B4T.pdb,data/Ankyrin_repeat_protein/metadata_files/7B4T_metadata.json,2,heteromeric protein,7B4T
data/Ankyrin_repeat_protein/pdb_files/6M3P.pdb,data/Ankyrin_repeat_protein/metadata_files/6M3P_metadata.json,4,heteromeric protein,6M3P
data/Ankyrin_repeat_protein/pdb_files/2KBX.pdb,data/Ankyrin_repeat_protein/metadata_files/2KBX_metadata.json,2,heteromeric protein,2KBX
data/Ankyrin_repeat_protein/pdb_files/6HL6.pdb,data/Ankyrin_repeat_protein/metadata_files/6HL6_metadata.json,2,heteromeric protein,6HL6
data/Ankyrin_repeat_protein/pdb_files/4U96.pdb,data/Ankyrin_repeat_protein/metadata_files/4U96_metadata.json,5,heteromeric protein,4U96
data/Ankyrin_repeat_protein/pdb_files/6SGT.pdb,data/Ankyrin_repeat_protein/metadata_files/6SGT_metadata.json,5,heteromeric protein,6SGT
data/Ankyrin_repeat_protein/pdb_files/6SGU.pdb,data/Ankyrin_repeat_protein/metadata_files/6SGU_metadata.json,5,heteromeric protein,6SGU
data/Ankyrin_repeat_protein/pdb_files/5JA4.pdb,data/Ankyrin_repeat_protein/metadata_files/5JA4_metadata.json,4,heteromeric protein,5JA4
data/Ankyrin_repeat_protein/pdb_files/9J0A.pdb,data/Ankyrin_repeat_protein/metadata_files/9J0A_metadata.json,6,heteromeric protein,9J0A
data/Ankyrin_repeat_protein/pdb_files/7B8S.pdb,data/Ankyrin_repeat_protein/metadata_files/7B8S_metadata.json,6,heteromeric protein,7B8S
data/Ankyrin_repeat_protein/pdb_files/4IRV.pdb,data/Ankyrin_repeat_protein/metadata_files/4IRV_metadata.json,8,heteromeric protein,4IRV
data/Ankyrin_repeat_protein/pdb_files/7PJE.pdb,data/Ankyrin_repeat_protein/metadata_files/7PJE_metadata.json,6,heteromeric protein,7PJE
data/Ankyrin_repeat_protein/pdb_files/7US2.pdb,data/Ankyrin_repeat_protein/metadata_files/7US2_metadata.json,7,heteromeric protein,7US2
data/Ankyrin_repeat_protein/pdb_files/6V2S.pdb,data/Ankyrin_repeat_protein/metadata_files/6V2S_metadata.json,4,heteromeric protein,6V2S
data/Ankyrin_repeat_protein/pdb_files/7M5U.pdb,data/Ankyrin_repeat_protein/metadata_files/7M5U_metadata.json,2,heteromeric protein,7M5U
data/Ankyrin_repeat_protein/pdb_files/4F6R.pdb,data/Ankyrin_repeat_protein/metadata_files/4F6R_metadata.json,4,heteromeric protein,4F6R
data/Ankyrin_repeat_protein/pdb_files/4HKK.pdb,data/Ankyrin_repeat_protein/metadata_files/4HKK_metadata.json,4,heteromeric protein,4HKK
data/Ankyrin_repeat_protein/pdb_files/6KRO.pdb,data/Ankyrin_repeat_protein/metadata_files/6KRO_metadata.json,2,heteromeric protein,6KRO
data/Ankyrin_repeat_protein/pdb_files/4HKN.pdb,data/Ankyrin_repeat_protein/metadata_files/4HKN_metadata.json,2,heteromeric protein,4HKN
data/Ankyrin_repeat_protein/pdb_files/4HL5.pdb,data/Ankyrin_repeat_protein/metadata_files/4HL5_metadata.json,2,heteromeric protein,4HL5
data/Ankyrin_repeat_protein/pdb_files/4KZQ.pdb,data/Ankyrin_repeat_protein/metadata_files/4KZQ_metadata.json,4,heteromeric protein,4KZQ
data/Ankyrin_repeat_protein/pdb_files/4L0I.pdb,data/Ankyrin_repeat_protein/metadata_files/4L0I_metadata.json,4,heteromeric protein,4L0I
data/Ankyrin_repeat_protein/pdb_files/7CE4.pdb,data/Ankyrin_repeat_protein/metadata_files/7CE4_metadata.json,2,heteromeric protein,7CE4
data/Ankyrin_repeat_protein/pdb_files/6MZG.pdb,data/Ankyrin_repeat_protein/metadata_files/6MZG_metadata.json,12,heteromeric protein,6MZG
data/Ankyrin_repeat_protein/pdb_files/8WQD.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQD_metadata.json,2,heteromeric protein,8WQD
data/Ankyrin_repeat_protein/pdb_files/8WQI.pdb,data/Ankyrin_repeat_protein/metadata_files/8WQI_metadata.json,2,heteromeric protein,8WQI
data/Ankyrin_repeat_protein/pdb_files/5NM5.pdb,data/Ankyrin_repeat_protein/metadata_files/5NM5_metadata.json,3,heteromeric protein,5NM5
data/Ankyrin_repeat_protein/pdb_files/7BHE.pdb,data/Ankyrin_repeat_protein/metadata_files/7BHE_metadata.json,4,heteromeric protein,7BHE
data/Ankyrin_repeat_protein/pdb_files/7BHF.pdb,data/Ankyrin_repeat_protein/metadata_files/7BHF_metadata.json,4,heteromeric protein,7BHF
data/Ankyrin_repeat_protein/pdb_files/2V5Q.pdb,data/Ankyrin_repeat_protein/metadata_files/2V5Q_metadata.json,4,heteromeric protein,2V5Q
data/Ankyrin_repeat_protein/pdb_files/6M3R.pdb,data/Ankyrin_repeat_protein/metadata_files/6M3R_metadata.json,2,heteromeric protein,6M3R
data/Ankyrin_repeat_protein/pdb_files/6M3Q.pdb,data/Ankyrin_repeat_protein/metadata_files/6M3Q_metadata.json,2,heteromeric protein,6M3Q
data/Ankyrin_repeat_protein/pdb_files/7R3Z.pdb,data/Ankyrin_repeat_protein/metadata_files/7R3Z_metadata.json,4,heteromeric protein,7R3Z
data/Ankyrin_repeat_protein/pdb_files/8B6M.pdb,data/Ankyrin_repeat_protein/metadata_files/8B6M_metadata.json,4,heteromeric protein,8B6M
data/Ankyrin_repeat_protein/pdb_files/4HLM.pdb,data/Ankyrin_repeat_protein/metadata_files/4HLM_metadata.json,4,heteromeric protein,4HLM
data/Ankyrin_repeat_protein/pdb_files/4UI6.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI6_metadata.json,4,heteromeric protein,4UI6
data/Ankyrin_repeat_protein/pdb_files/4UI7.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI7_metadata.json,4,heteromeric protein,4UI7
data/Ankyrin_repeat_protein/pdb_files/4UI8.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI8_metadata.json,4,heteromeric protein,4UI8
data/Ankyrin_repeat_protein/pdb_files/4UVP.pdb,data/Ankyrin_repeat_protein/metadata_files/4UVP_metadata.json,4,heteromeric protein,4UVP
data/Ankyrin_repeat_protein/pdb_files/5ADQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5ADQ_metadata.json,2,heteromeric protein,5ADQ
data/Ankyrin_repeat_protein/pdb_files/5ADS.pdb,data/Ankyrin_repeat_protein/metadata_files/5ADS_metadata.json,2,heteromeric protein,5ADS
data/Ankyrin_repeat_protein/pdb_files/4UI3.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI3_metadata.json,4,heteromeric protein,4UI3
data/Ankyrin_repeat_protein/pdb_files/4UI5.pdb,data/Ankyrin_repeat_protein/metadata_files/4UI5_metadata.json,4,heteromeric protein,4UI5
data/Ankyrin_repeat_protein/pdb_files/5NSP.pdb,data/Ankyrin_repeat_protein/metadata_files/5NSP_metadata.json,4,heteromeric protein,5NSP
data/Ankyrin_repeat_protein/pdb_files/5NSX.pdb,data/Ankyrin_repeat_protein/metadata_files/5NSX_metadata.json,4,heteromeric protein,5NSX
data/Ankyrin_repeat_protein/pdb_files/5NT0.pdb,data/Ankyrin_repeat_protein/metadata_files/5NT0_metadata.json,4,heteromeric protein,5NT0
data/Ankyrin_repeat_protein/pdb_files/5NT4.pdb,data/Ankyrin_repeat_protein/metadata_files/5NT4_metadata.json,4,heteromeric protein,5NT4
data/Ankyrin_repeat_protein/pdb_files/5NVC.pdb,data/Ankyrin_repeat_protein/metadata_files/5NVC_metadata.json,4,heteromeric protein,5NVC
data/Ankyrin_repeat_protein/pdb_files/5NVE.pdb,data/Ankyrin_repeat_protein/metadata_files/5NVE_metadata.json,4,heteromeric protein,5NVE
data/Ankyrin_repeat_protein/pdb_files/5NVF.pdb,data/Ankyrin_repeat_protein/metadata_files/5NVF_metadata.json,4,heteromeric protein,5NVF
data/Ankyrin_repeat_protein/pdb_files/5NVH.pdb,data/Ankyrin_repeat_protein/metadata_files/5NVH_metadata.json,4,heteromeric protein,5NVH
data/Ankyrin_repeat_protein/pdb_files/5NWB.pdb,data/Ankyrin_repeat_protein/metadata_files/5NWB_metadata.json,4,heteromeric protein,5NWB
data/Ankyrin_repeat_protein/pdb_files/5NWC.pdb,data/Ankyrin_repeat_protein/metadata_files/5NWC_metadata.json,4,heteromeric protein,5NWC
data/Ankyrin_repeat_protein/pdb_files/5NWD.pdb,data/Ankyrin_repeat_protein/metadata_files/5NWD_metadata.json,4,heteromeric protein,5NWD
data/Ankyrin_repeat_protein/pdb_files/5NWG.pdb,data/Ankyrin_repeat_protein/metadata_files/5NWG_metadata.json,4,heteromeric protein,5NWG
data/Ankyrin_repeat_protein/pdb_files/5NXE.pdb,data/Ankyrin_repeat_protein/metadata_files/5NXE_metadata.json,4,heteromeric protein,5NXE
data/Ankyrin_repeat_protein/pdb_files/6A84.pdb,data/Ankyrin_repeat_protein/metadata_files/6A84_metadata.json,2,heteromeric protein,6A84
data/Ankyrin_repeat_protein/pdb_files/5C5P.pdb,data/Ankyrin_repeat_protein/metadata_files/5C5P_metadata.json,4,heteromeric protein,5C5P
data/Ankyrin_repeat_protein/pdb_files/5EYP.pdb,data/Ankyrin_repeat_protein/metadata_files/5EYP_metadata.json,3,heteromeric protein,5EYP
data/Ankyrin_repeat_protein/pdb_files/4U8V.pdb,data/Ankyrin_repeat_protein/metadata_files/4U8V_metadata.json,5,heteromeric protein,4U8V
data/Ankyrin_repeat_protein/pdb_files/4U8Y.pdb,data/Ankyrin_repeat_protein/metadata_files/4U8Y_metadata.json,5,heteromeric protein,4U8Y
data/Ankyrin_repeat_protein/pdb_files/4U95.pdb,data/Ankyrin_repeat_protein/metadata_files/4U95_metadata.json,5,heteromeric protein,4U95
data/Ankyrin_repeat_protein/pdb_files/4DX6.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX6_metadata.json,5,heteromeric protein,4DX6
data/Ankyrin_repeat_protein/pdb_files/1BI7.pdb,data/Ankyrin_repeat_protein/metadata_files/1BI7_metadata.json,2,heteromeric protein,1BI7
data/Ankyrin_repeat_protein/pdb_files/7XBK.pdb,data/Ankyrin_repeat_protein/metadata_files/7XBK_metadata.json,10,heteromeric protein,7XBK
data/Ankyrin_repeat_protein/pdb_files/9IS8.pdb,data/Ankyrin_repeat_protein/metadata_files/9IS8_metadata.json,4,heteromeric protein,9IS8
data/Ankyrin_repeat_protein/pdb_files/9H77.pdb,data/Ankyrin_repeat_protein/metadata_files/9H77_metadata.json,4,heteromeric protein,9H77
data/Ankyrin_repeat_protein/pdb_files/5CBN.pdb,data/Ankyrin_repeat_protein/metadata_files/5CBN_metadata.json,2,heteromeric protein,5CBN
data/Ankyrin_repeat_protein/pdb_files/4HPL.pdb,data/Ankyrin_repeat_protein/metadata_files/4HPL_metadata.json,2,heteromeric protein,4HPL
data/Ankyrin_repeat_protein/pdb_files/7B8T.pdb,data/Ankyrin_repeat_protein/metadata_files/7B8T_metadata.json,6,heteromeric protein,7B8T
data/Ankyrin_repeat_protein/pdb_files/7B8R.pdb,data/Ankyrin_repeat_protein/metadata_files/7B8R_metadata.json,6,heteromeric protein,7B8R
data/Ankyrin_repeat_protein/pdb_files/6S9S.pdb,data/Ankyrin_repeat_protein/metadata_files/6S9S_metadata.json,2,heteromeric protein,6S9S
data/Ankyrin_repeat_protein/pdb_files/6MOF.pdb,data/Ankyrin_repeat_protein/metadata_files/6MOF_metadata.json,2,heteromeric protein,6MOF
data/Ankyrin_repeat_protein/pdb_files/6S8L.pdb,data/Ankyrin_repeat_protein/metadata_files/6S8L_metadata.json,3,heteromeric protein,6S8L
data/Ankyrin_repeat_protein/pdb_files/6KYK.pdb,data/Ankyrin_repeat_protein/metadata_files/6KYK_metadata.json,6,heteromeric protein,6KYK
data/Ankyrin_repeat_protein/pdb_files/4HKI.pdb,data/Ankyrin_repeat_protein/metadata_files/4HKI_metadata.json,4,heteromeric protein,4HKI
data/Ankyrin_repeat_protein/pdb_files/4HLF.pdb,data/Ankyrin_repeat_protein/metadata_files/4HLF_metadata.json,4,heteromeric protein,4HLF
data/Ankyrin_repeat_protein/pdb_files/4HLG.pdb,data/Ankyrin_repeat_protein/metadata_files/4HLG_metadata.json,4,heteromeric protein,4HLG
data/Ankyrin_repeat_protein/pdb_files/4HLH.pdb,data/Ankyrin_repeat_protein/metadata_files/4HLH_metadata.json,4,heteromeric protein,4HLH
data/Ankyrin_repeat_protein/pdb_files/4HLK.pdb,data/Ankyrin_repeat_protein/metadata_files/4HLK_metadata.json,4,heteromeric protein,4HLK
data/Ankyrin_repeat_protein/pdb_files/4HMH.pdb,data/Ankyrin_repeat_protein/metadata_files/4HMH_metadata.json,2,heteromeric protein,4HMH
data/Ankyrin_repeat_protein/pdb_files/4KZL.pdb,data/Ankyrin_repeat_protein/metadata_files/4KZL_metadata.json,4,heteromeric protein,4KZL
data/Ankyrin_repeat_protein/pdb_files/4KZU.pdb,data/Ankyrin_repeat_protein/metadata_files/4KZU_metadata.json,4,heteromeric protein,4KZU
data/Ankyrin_repeat_protein/pdb_files/4L09.pdb,data/Ankyrin_repeat_protein/metadata_files/4L09_metadata.json,4,heteromeric protein,4L09
data/Ankyrin_repeat_protein/pdb_files/4L0B.pdb,data/Ankyrin_repeat_protein/metadata_files/4L0B_metadata.json,4,heteromeric protein,4L0B
data/Ankyrin_repeat_protein/pdb_files/4L0S.pdb,data/Ankyrin_repeat_protein/metadata_files/4L0S_metadata.json,4,heteromeric protein,4L0S
data/Ankyrin_repeat_protein/pdb_files/4L0T.pdb,data/Ankyrin_repeat_protein/metadata_files/4L0T_metadata.json,4,heteromeric protein,4L0T
data/Ankyrin_repeat_protein/pdb_files/4L0V.pdb,data/Ankyrin_repeat_protein/metadata_files/4L0V_metadata.json,4,heteromeric protein,4L0V
data/Ankyrin_repeat_protein/pdb_files/4L10.pdb,data/Ankyrin_repeat_protein/metadata_files/4L10_metadata.json,4,heteromeric protein,4L10
data/Ankyrin_repeat_protein/pdb_files/4L2F.pdb,data/Ankyrin_repeat_protein/metadata_files/4L2F_metadata.json,4,heteromeric protein,4L2F
data/Ankyrin_repeat_protein/pdb_files/4L2G.pdb,data/Ankyrin_repeat_protein/metadata_files/4L2G_metadata.json,4,heteromeric protein,4L2G
data/Ankyrin_repeat_protein/pdb_files/4L2K.pdb,data/Ankyrin_repeat_protein/metadata_files/4L2K_metadata.json,4,heteromeric protein,4L2K
data/Ankyrin_repeat_protein/pdb_files/4L31.pdb,data/Ankyrin_repeat_protein/metadata_files/4L31_metadata.json,4,heteromeric protein,4L31
data/Ankyrin_repeat_protein/pdb_files/4L32.pdb,data/Ankyrin_repeat_protein/metadata_files/4L32_metadata.json,4,heteromeric protein,4L32
data/Ankyrin_repeat_protein/pdb_files/4L33.pdb,data/Ankyrin_repeat_protein/metadata_files/4L33_metadata.json,4,heteromeric protein,4L33
data/Ankyrin_repeat_protein/pdb_files/4L34.pdb,data/Ankyrin_repeat_protein/metadata_files/4L34_metadata.json,4,heteromeric protein,4L34
data/Ankyrin_repeat_protein/pdb_files/6SGS.pdb,data/Ankyrin_repeat_protein/metadata_files/6SGS_metadata.json,8,heteromeric protein,6SGS
data/Ankyrin_repeat_protein/pdb_files/6ZWB.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZWB_metadata.json,3,heteromeric protein,6ZWB
data/Ankyrin_repeat_protein/pdb_files/6ZWC.pdb,data/Ankyrin_repeat_protein/metadata_files/6ZWC_metadata.json,3,heteromeric protein,6ZWC
data/Ankyrin_repeat_protein/pdb_files/9QJZ.pdb,data/Ankyrin_repeat_protein/metadata_files/9QJZ_metadata.json,4,heteromeric protein,9QJZ
data/Ankyrin_repeat_protein/pdb_files/6S9T.pdb,data/Ankyrin_repeat_protein/metadata_files/6S9T_metadata.json,2,heteromeric protein,6S9T
data/Ankyrin_repeat_protein/pdb_files/9OGC.pdb,data/Ankyrin_repeat_protein/metadata_files/9OGC_metadata.json,4,heteromeric protein,9OGC
data/Ankyrin_repeat_protein/pdb_files/9OGD.pdb,data/Ankyrin_repeat_protein/metadata_files/9OGD_metadata.json,4,heteromeric protein,9OGD
data/Ankyrin_repeat_protein/pdb_files/4HRM.pdb,data/Ankyrin_repeat_protein/metadata_files/4HRM_metadata.json,4,heteromeric protein,4HRM
data/Ankyrin_repeat_protein/pdb_files/6KYH.pdb,data/Ankyrin_repeat_protein/metadata_files/6KYH_metadata.json,8,heteromeric protein,6KYH
data/Ankyrin_repeat_protein/pdb_files/3ZUV.pdb,data/Ankyrin_repeat_protein/metadata_files/3ZUV_metadata.json,4,heteromeric protein,3ZUV
data/Ankyrin_repeat_protein/pdb_files/6B7G.pdb,data/Ankyrin_repeat_protein/metadata_files/6B7G_metadata.json,2,heteromeric protein,6B7G
data/Ankyrin_repeat_protein/pdb_files/7WR1.pdb,data/Ankyrin_repeat_protein/metadata_files/7WR1_metadata.json,4,heteromeric protein,7WR1
data/Ankyrin_repeat_protein/pdb_files/8G8Q.pdb,data/Ankyrin_repeat_protein/metadata_files/8G8Q_metadata.json,3,heteromeric protein,8G8Q
data/Ankyrin_repeat_protein/pdb_files/8G8S.pdb,data/Ankyrin_repeat_protein/metadata_files/8G8S_metadata.json,2,heteromeric protein,8G8S
data/Ankyrin_repeat_protein/pdb_files/5IZU.pdb,data/Ankyrin_repeat_protein/metadata_files/5IZU_metadata.json,4,heteromeric protein,5IZU
data/Ankyrin_repeat_protein/pdb_files/8JJR.pdb,data/Ankyrin_repeat_protein/metadata_files/8JJR_metadata.json,26,heteromeric protein,8JJR
data/Ankyrin_repeat_protein/pdb_files/2HUG.pdb,data/Ankyrin_repeat_protein/metadata_files/2HUG_metadata.json,2,heteromeric protein,2HUG
data/Ankyrin_repeat_protein/pdb_files/4HPM.pdb,data/Ankyrin_repeat_protein/metadata_files/4HPM_metadata.json,4,heteromeric protein,4HPM
data/Ankyrin_repeat_protein/pdb_files/7WM1.pdb,data/Ankyrin_repeat_protein/metadata_files/7WM1_metadata.json,4,heteromeric protein,7WM1
data/Ankyrin_repeat_protein/pdb_files/8A19.pdb,data/Ankyrin_repeat_protein/metadata_files/8A19_metadata.json,2,heteromeric protein,8A19
data/Ankyrin_repeat_protein/pdb_files/8A1A.pdb,data/Ankyrin_repeat_protein/metadata_files/8A1A_metadata.json,2,heteromeric protein,8A1A
data/Ankyrin_repeat_protein/pdb_files/6QEV.pdb,data/Ankyrin_repeat_protein/metadata_files/6QEV_metadata.json,2,heteromeric protein,6QEV
data/Ankyrin_repeat_protein/pdb_files/6SGR.pdb,data/Ankyrin_repeat_protein/metadata_files/6SGR_metadata.json,8,heteromeric protein,6SGR
data/Ankyrin_repeat_protein/pdb_files/4LSZ.pdb,data/Ankyrin_repeat_protein/metadata_files/4LSZ_metadata.json,6,heteromeric protein,4LSZ
data/Ankyrin_repeat_protein/pdb_files/4DX7.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX7_metadata.json,5,heteromeric protein,4DX7
data/Ankyrin_repeat_protein/pdb_files/4DX5.pdb,data/Ankyrin_repeat_protein/metadata_files/4DX5_metadata.json,5,heteromeric protein,4DX5
data/Ankyrin_repeat_protein/pdb_files/6Q4N.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4N_metadata.json,5,heteromeric protein,6Q4N
data/Ankyrin_repeat_protein/pdb_files/6Q4O.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4O_metadata.json,5,heteromeric protein,6Q4O
data/Ankyrin_repeat_protein/pdb_files/6Q4P.pdb,data/Ankyrin_repeat_protein/metadata_files/6Q4P_metadata.json,5,heteromeric protein,6Q4P
data/Ankyrin_repeat_protein/pdb_files/5JMN.pdb,data/Ankyrin_repeat_protein/metadata_files/5JMN_metadata.json,5,heteromeric protein,5JMN
data/Ankyrin_repeat_protein/pdb_files/9K4I.pdb,data/Ankyrin_repeat_protein/metadata_files/9K4I_metadata.json,4,heteromeric protein,9K4I
data/Ankyrin_repeat_protein/pdb_files/4HRN.pdb,data/Ankyrin_repeat_protein/metadata_files/4HRN_metadata.json,4,heteromeric protein,4HRN
data/Ankyrin_repeat_protein/pdb_files/8CTE.pdb,data/Ankyrin_repeat_protein/metadata_files/8CTE_metadata.json,14,heteromeric protein,8CTE
data/Ankyrin_repeat_protein/pdb_files/7Z01.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z01_metadata.json,3,heteromeric protein,7Z01
data/Ankyrin_repeat_protein/pdb_files/7Z02.pdb,data/Ankyrin_repeat_protein/metadata_files/7Z02_metadata.json,3,heteromeric protein,7Z02
data/Ankyrin_repeat_protein/pdb_files/7YZ6.pdb,data/Ankyrin_repeat_protein/metadata_files/7YZ6_metadata.json,3,heteromeric protein,7YZ6
data/Ankyrin_repeat_protein/pdb_files/7PJF.pdb,data/Ankyrin_repeat_protein/metadata_files/7PJF_metadata.json,3,heteromeric protein,7PJF
data/Ankyrin_repeat_protein/pdb_files/5YIP.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIP_metadata.json,2,heteromeric protein,5YIP
data/Ankyrin_repeat_protein/pdb_files/5YIQ.pdb,data/Ankyrin_repeat_protein/metadata_files/5YIQ_metadata.json,2,heteromeric protein,5YIQ
data/Ankyrin_repeat_protein/pdb_files/1OY3.pdb,data/Ankyrin_repeat_protein/metadata_files/1OY3_metadata.json,3,heteromeric protein,1OY3
data/Ankyrin_repeat_protein/pdb_files/2XUM.pdb,data/Ankyrin_repeat_protein/metadata_files/2XUM_metadata.json,2,heteromeric protein,2XUM
data/Ankyrin_repeat_protein/pdb_files/6A9X.pdb,data/Ankyrin_repeat_protein/metadata_files/6A9X_metadata.json,2,heteromeric protein,6A9X
